,family_id,members_num,family_lv,active_score,dt
523,-130424396,26.0,3.0,36.0,20221104
524,1557190649,42.0,1.0,7625.0,20221104
525,-2044839575,3.0,1.0,761.0,20221104
526,333921190,11.0,1.0,357.0,20221104
527,-197535720,12.0,1.0,1129.0,20221104
528,-1606905960,36.0,1.0,26.0,20221104
529,1682117588,4.0,1.0,1047.0,20221104
530,-500460850,4.0,1.0,1074.0,20221104
531,732183995,46.0,1.0,2079.0,20221104
532,1992833974,7.0,1.0,579.0,20221104
533,305125317,44.0,1.0,1969.0,20221104
534,2049032930,1.0,1.0,219.0,20221104
535,826984063,45.0,1.0,751.0,20221104
536,-500489648,21.0,1.0,2087.0,20221104
537,-2093039821,53.0,13.0,1361.0,20221104
538,1122649725,7.0,1.0,454.0,20221104
539,-1150403883,40.0,1.0,366.0,20221104
540,495782480,25.0,3.0,7677.0,20221104
541,-856902891,41.0,3.0,159.0,20221104
542,-53593891,65.0,11.0,3169.0,20221104
543,-1543752723,30.0,3.0,41.0,20221104
544,1650517475,20.0,1.0,919.0,20221104
545,-1374691091,40.0,1.0,28.0,20221104
546,-2024300953,33.0,1.0,1216.0,20221104
547,-293418298,21.0,1.0,2691.0,20221104
548,1249235781,22.0,1.0,3854.0,20221104
549,-1063123510,40.0,1.0,3084.0,20221104
550,-1590787425,23.0,1.0,2270.0,20221104
551,378167436,26.0,1.0,1181.0,20221104
552,2061560580,38.0,1.0,3490.0,20221104
553,1808860906,1.0,1.0,564.0,20221104
554,-1582960195,6.0,1.0,267.0,20221104
555,1337341755,9.0,5.0,0.0,20221104
556,-1704054533,6.0,3.0,3990.0,20221104
557,-411813938,1.0,1.0,370.0,20221104
558,-844652340,47.0,1.0,1295.0,20221104
559,-765963001,48.0,1.0,673.0,20221104
560,-1684003461,1.0,1.0,0.0,20221104
561,971156869,49.0,7.0,6340.0,20221104
562,498746446,20.0,3.0,642.0,20221104
563,1671652387,26.0,1.0,2600.0,20221104
564,-1144327602,11.0,1.0,1260.0,20221104
565,1237401758,8.0,1.0,1051.0,20221104
566,1020073727,5.0,1.0,1020.0,20221104
567,1052436828,32.0,3.0,97.0,20221104
568,1745347216,23.0,1.0,1131.0,20221104
569,899281949,45.0,1.0,1996.0,20221104
570,-466909182,40.0,1.0,2100.0,20221104
571,1251839683,10.0,1.0,473.0,20221104
572,1112300015,6.0,1.0,227.0,20221104
573,-144449867,3.0,1.0,10.0,20221104
574,185680426,7.0,1.0,5120.0,20221104
575,-1573932525,4.0,1.0,88.0,20221104
576,1923563175,26.0,1.0,1181.0,20221104
577,-1283005913,7.0,1.0,6.0,20221104
578,1603834013,1.0,1.0,674.0,20221104
579,-1543781202,4.0,1.0,257.0,20221104
580,1304300666,14.0,1.0,380.0,20221104
581,-891631802,1.0,1.0,257.0,20221104
582,-1168317716,2.0,1.0,1050.0,20221104
583,37110891,5.0,1.0,2262.0,20221104
584,1704722642,6.0,1.0,544.0,20221104
585,1228295370,1.0,1.0,8.0,20221104
586,-1436447220,1.0,1.0,0.0,20221104
587,1283178576,42.0,9.0,5667.0,20221104
588,1641305385,61.0,9.0,1575.0,20221104
