0,6528
0,2690
0,6597
0,4679
0,3015
0,5386
0,1612
0,4305
0,82
0,150
0,1174
0,5722
0,6746
0,2844
0,1506
0,1831
0,5160
0,3306
0,2411
0,8172
0,3245
1,5634
1,2437
1,774
1,5369
1,2826
1,6477
1,7567
1,4759
1,5720
1,2140
1,2913
1,3491
1,3811
1,1766
1,6118
1,6571
1,5103
1,4537
1,3771
1,3582
2,3206
2,209
2,3478
2,3030
2,4440
2,8410
2,6047
2,738
2,8425
2,558
2,5047
2,6005
2,5622
2,2551
2,8441
2,2751
3,3265
3,6830
3,1166
3,3226
3,1470
4,3648
4,4097
4,2918
4,2280
4,3496
4,4013
4,5614
4,7539
4,5079
4,8350
4,286
5,5000
5,7055
5,6929
5,1685
5,406
5,3351
5,5912
5,2713
5,1307
5,1055
5,4130
5,8356
5,3110
5,5928
5,4396
5,6574
5,1456
5,7349
5,3320
5,3397
5,5574
5,1610
5,3275
5,3532
5,5451
5,5966
5,1871
5,4949
5,6358
5,2777
5,1114
5,4697
5,2396
5,4061
5,2526
5,7519
5,3430
5,8170
5,5354
5,2168
5,5244
6,7680
6,1160
6,2120
6,5678
6,4527
6,7920
6,3086
6,914
6,4945
6,6421
6,8220
7,1537
7,8420
7,1736
7,2665
7,5547
7,1229
7,7053
7,4271
7,2036
7,251
7,1021
7,1662
8,7521
8,7384
8,2052
8,1317
8,5061
8,4907
8,7797
8,2776
8,4959
9,2215
9,8272
9,6489
9,7674
9,7900
9,4445
10,1858
10,1483
10,6068
10,4886
10,7512
11,6211
11,2534
11,902
11,5800
11,6251
11,3596
11,6428
11,4476
11,220
12,7174
12,521
12,3850
12,8331
12,7563
12,4619
12,2702
12,7318
12,4776
12,1448
12,4268
12,8367
12,3121
12,5042
12,3124
12,6069
12,6330
12,1978
12,6208
12,7248
12,7507
12,2274
12,7267
12,1892
12,612
12,5994
12,2284
12,2927
12,8177
12,6776
13,4994
13,1156
13,2822
13,653
13,2197
13,3098
13,6559
13,48
13,2098
13,4660
13,5433
13,4410
13,5576
13,4040
13,457
13,8268
13,1233
13,2387
13,8149
13,7395
13,2666
13,3819
13,4728
13,5227
13,7282
13,2421
13,4600
13,8059
13,7804
13,2046
14,7779
14,7821
14,1940
14,5979
14,1310
15,5120
15,6916
15,2971
15,4246
15,2969
15,3451
16,1185
16,1169
16,3348
16,151
17,7808
17,257
17,4612
17,2310
17,4112
17,664
17,1434
17,5279
17,2336
17,7463
17,1710
17,1841
17,2866
17,7988
17,5045
17,7476
17,2620
17,318
17,3136
17,5570
17,7362
17,7366
17,1353
17,6605
17,1614
17,3918
17,8400
17,6100
17,981
17,2903
17,3672
17,3033
17,6488
17,7133
17,1379
17,7014
17,3687
17,8430
17,1649
17,6898
17,3953
17,1908
17,8051
17,3193
17,5114
18,4583
18,6640
18,2773
18,3356
18,7417
18,3067
18,8188
19,4648
19,4745
19,3021
19,5421
19,4463
19,5168
19,7860
20,2530
20,955
20,6567
20,583
20,7774
20,6829
20,5615
20,1968
20,1423
20,7953
20,3736
20,7195
20,3390
21,837
21,750
21,1331
21,4339
21,4887
21,8216
21,6493
21,1983
22,2241
22,5378
22,229
22,2664
22,871
22,4748
22,4015
22,6034
22,466
22,21
22,1910
22,5849
23,5509
23,3334
23,7434
23,5004
23,1165
23,7186
23,2579
23,5526
23,1696
23,2848
23,6436
23,2469
23,5029
23,1063
23,7719
23,3492
23,3757
23,6446
23,5939
23,1334
23,6074
23,7485
23,4418
23,1605
23,7499
23,8404
23,3161
23,2016
23,7010
23,5220
23,356
23,504
23,7275
23,5997
23,8302
23,4719
23,7152
23,6514
23,6259
23,1270
23,7800
23,2809
23,2173
24,5644
24,4240
24,1744
24,4371
24,4566
24,3198
25,5953
25,4801
25,4997
25,4039
25,3785
25,1547
25,7373
25,7694
25,7830
25,3354
25,2468
25,8422
25,2538
25,7276
25,7664
25,3447
25,7865
25,5692
26,6821
26,937
26,172
26,2605
26,1200
27,6048
27,6945
27,3407
27,4023
27,3225
28,7776
28,5347
28,4188
28,7543
28,1368
28,3644
28,3550
29,5540
29,242
29,7545
29,3578
29,3999
30,6876
30,3068
30,8175
30,3187
30,6389
30,988
31,898
31,4036
31,311
31,3800
31,2327
31,5822
31,383
32,489
32,723
32,141
32,4727
33,7685
33,4733
33,7432
33,7048
33,5256
33,5641
33,1293
33,4111
33,6035
33,7447
33,5275
33,27
33,671
33,4642
33,5927
33,7208
33,5548
33,5684
33,2740
33,6452
33,1720
33,4542
33,6592
33,6856
33,7243
33,4302
33,6223
33,83
33,7251
33,217
33,8289
33,4964
33,8040
33,4969
33,2155
33,7789
33,7022
33,3954
33,2547
33,3449
33,4347
33,893
33,126
34,7168
34,3435
34,8052
34,6396
34,6040
34,3321
34,2458
34,7452
34,895
35,568
35,1154
35,7756
35,4477
36,4580
36,3079
36,6986
36,4364
36,429
36,143
37,6435
37,7172
37,1034
37,4075
37,332
37,6226
37,2230
38,2114
38,5094
38,6539
38,2286
38,2910
38,7250
38,4594
38,2136
38,2366
39,6181
39,8106
39,4810
39,4491
39,5681
39,8215
39,4505
39,6462
40,5668
40,1030
40,649
40,4653
40,430
40,4720
40,6036
41,360
